review	tagging
 Cannot get a usable network signal.	0
" Coming from a  LG G4 I wanted to have a smaller but powerful phone. Reviews were singing odes about this phone so I gave it a chance. The fingerprint button is a nightmare, never relly worked so I turned off. (Moto phones have amazing fingerprint buttons). Battery life is horrible and can get really hot. That was the biggest issue. A LG phone is so tweakable, e.g. dark keyboard which I always prefer or even the icons. On the S5 nothing: bright white keyboard and outdated childish looking icons.  So I dumped it and bought a much cheaper moto phone. Voila: superb battery life (2 days insted of 5 hrs), the best fingerprint scan, dark keyboard and beautiful business looking icons. "	0
 Condition was not what I expected 	0
 Confirm for the price .	1
" contact seller, but he said give him more time.... nothing yet... lost money...."	0
 could not get it turned on and I had a defective internal antenna that did not work luckily I was able to trade it at a store but the money towards another one to avoid the waitng and expense hassle off thru the mail since I needed it right away 	0
 Day one it would not make or receive    phone calls . The verizon store did the hook-up.	0
" Dear Seller Thank you for Allowing me to give comments.  I am not Using the Phone, because  I bought it for some one as gift. But when I am trying to charge it it shows me warning sign and it says you are not using Samsung Compatible battery. Can I get Replacement Battery ? I like the phone but Not the Battery "	0
 DO NOT BID ON THIS PHONE UNLESS YOU INTEND ON PAYING FOR THIS ITEM IMMEDIATELY AFTER THE AUCTION IS DONE AS I STATED ONCE DO NOT BID ON THIS ITEM UNLESS YOU INTEND ON PAYING FOR THIS ITEM. These iPhone 6s Pluses are incredible!!!! Do to There performance and there speed and there connectivity. These devices are most likely the nicest devices that I have seen in a long time. 	1
" Easy to setup. Verizon easily transferred my pone number from the old flip phone to this new one. So far, I have not got the wifi calling to work. Other than that, things are going well."	1
 Ebay  .	0
 Einfach Schrott 	0
 Est� correcto muy buen vendedor 	1
 Even though I have a contract with Verizon they wouldn't activate this phone waste of money	0
 Ever buy from this seller again 	0
 Excellent phone for the price. Just as described with fast delivery. Five stars all the way	1
" Fast delivery, Phone in great condition. Thanks   "	1
 feels big but just getting used to it. So far so good. Nice. 	1
 Going to send it back because it's not what the description describe it to be	0
 Good customer service good shipping and quick response 	1
" good phone for my  mother , 6s not needed for her use "	1
 good value but poor battery life	0
 Great condition product! Was as described on listing! Very reasonable price and fast shipping. Great seller! :-)	1
" Great phone, great value, fast delivery"	1
" Great phone, if you need a sim card you can order free of charge directly from Boost Mobile. But beware you will be charged $10.00 just to activate phone if you do not directly purchase phone from them."	1
" Great product for being manufactured refurbished looks new  functions just fine,great value. "	1
 Great product shipped fast and exactly what I was looking for 	1
 Great product! Easy & fast transaction!	1
" Had the phone for had the phone for a little over a week. Fast, easy to navigate. I enjoy Droid."	1
" Hi ebayer ,      Please log on our Wholesale market  , online Shopping Site  : &lt; w w w.minelemall. com &gt;     The Shop sale Original new : HD Tvs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 4 ,Digital Camera &amp; Camcorder ,     Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver , Elec.Guitar and Lcd Projector !           All items are brand new in the sealed boxes, with 1 year Global warranty.                                      Discount Item : Original New Apple Iphone 4S unlocked 64GB Black or White ( 2011 Model  ) - Factory unlocked - Only : $780.00 USD        - Please visiting our website get more contact details from &lt; Minelemall. com &gt; direct !                           Email  : Service&lt; @minelemall. com &gt;     Any questions please email to us !       Thanks                                @.@"	1
" Hola no puedo enviar el m�vil, ya que el env�o es muy costoso, quisiera la devoluci�n de mi dinero sin duda alguna, pero investigue el shiping es muy caro."	0
 Huge screen great battery life bitchin phone for reasonable price.....	1
 I am very happy with this iPhone 7.  It was rated a 9 out of 10 but I saw nothing wrong with it. I think it is a very good value. 	1
 I asked for the seller to send pictures of the phone turned on because the picture he posted looked fake and he sent a pic. after doing some research I find the SAME pictures online.!!! I posted the picture he sent and the searched up one as well. would not recommend spending your money here.	0
 I bought  2 !!!! 1 tunrned  off and won't turn back on!! Dont buy from this seller crapy phones 	0
 I bought a cell phone and it came without the chip and memory port. How can I use a cell phone without a chip? Only by wifi.!	0
" I bought a S8+ from mdetector and it was advertised as being In good shape. After losing out on bidding somehow I was the top bidder, that should have been my 1st sign. Next I tried emailing the seller asking if there were any blemishes that weren't visible on the pics and did not get a response. So I tried email again still no response. Now I was ?ing things. Then I get the phone in the mail. So I look over the package and it doesn't look damaged, next I start opening it up.  Pull out the phone and it was cracked on the corner, pretty obvious crack. So I email the seller for the 3rd time and then the seller finally replies and says the phone was fine when it was sent. Then offers me 100 once I send the phone back. Pretty funny since the box wasn't damaged and there was no evidence of glass in the package. Pretty sad people are still trying to scam people. Why can't people just be honest anymore? So watch out for mdetector trying to sell anything. "	0
" I bought an unlocked cellphone, and it was locked, I had to pay in my country for I can use it, because when I wrote to the sell they were not responsable."	0
 I bought this as a back up phone and it works perfectly and is cosmetically perfect Im very happy with my purchase	1
 I bought this fake phone and the seller promised me to replace it and he never did	0
 I bought this item for my mom overseas. she just put the sim card on it and it says its not unlock  unless there is a special structure she needs to fallow ????. I would appropriated if you can point me into the solution 	0
 I bought this phone refurbished and it looks and works like a new phone! Battery life is good and if the battery ever wears out I can replace it thanks to the removable battery. 	1
 I did return the phone because  unable to activate it with Verizon company	0
 i did try purchase using my pay pal account and was not able to complete the transaction unless i change the payment option for debit or credit!!!  Nice trying 	0
" I didn't buy my phone on ebay, but from Verizon. Exact same thing, down to the color. Great performance, have had mine since late Nov. '16. Still works fine, even with many background apps running."	1
" I do not recommend to this seller, a scam, take more than 3 months to clarify the situation"	0
" I have already requested a refund as the phone listed in the description that I paid for is listed to have model # A1660 that should be compatible with all networks is not what I received, Rather the phone sent to me is model #A1778 and is only compatible with GSM. I have already requested a refund and to send this back.   I reached out to them yesterday evening when I received it and again this morning when I realized why it wasn't working with my Verizon sim card and service.  This model # is only compatible with AT&T & T-Mobile.   "	0
" I have try to turn on this new phone but I have no luck. I try to charge the battery so I plug in the charger for 24 hours but it did not charge, the low battery still flashing  "	0
 I liked this phone because it does not have AT&T's software on the device but the Seller sent with a PIN that could not be unlocked so I had to return it.    The one I have now is an AT&T Kyocera and it's loaded with all their useless software that I will never use because I have a Tracfone SIM card in it.	0
 I need the battery and the screen did not work....	0
" I need this card, but I live in Japan. Can you send it to me?  Asus Zenfone 3 Laser zc551kl  "	1
" I paid for expedited shipping on a Galaxy s8+ unlocked phone and 1yr insurance and instead, quickly received a locked phone. When I sent a screenshot of the issue with the imei number apparent, they quickly replied and asked for the imei again. After sending them that info .... I haven't heard anything in over 2 weeks! I've called and emailed repeatedly to no avail! Please assist me in resolving this."	0
" I think it's just been a week , the battery life is hard to tell right now because I have used it a lot learning a new phone and where everything is on it. I got four years out of my other Lg model so that's why picking another. So far I like it and it's like I said just getting use to things in different places then a phone your use to. Pic's are good, sound is good. A very good value.."	1
 I tried to offer $620 that I could get at the end of the year so I want to give it to her on the first day of January 2020 and she declined that offer I want an explanation from her  so 1 star	0
 I want to win 	1
 I was cheated by the seller. They never sent my product. Dishonest seller !!! Never buy.	0
" I wasn't expecting it to arrive super fast but it did:) of course everything was in the box and I'm extremely happy about that . So, Now I can officially give my best friend her gift:) "	1
" I would not buy a thing from this seller, Amazing wireless is a scammer!!! Beware!!   "	0
" If you're looking for a larger screen phone that is simple and easy to use then this phone is perfect for you. Definitely the best phone I have ever owned. Easy to activate with StraightTalk (AT&T). The camera and video recorder is top of the line, and the keypad is also. Its the best for you can buy for that price. I would recommend it to anyone"	1
 I'm going to buy it. It's working correctly? It has a discount? I pay for it and I want to send it to Seattle	0
" In the product description did not mention that does not use SIM card and came with a broken part, is useless this phone,  I contacted the seller and did not answer me, after communicating with the seller, magically the product disappeared from my shopping list... Bad information and communication from the seller, a really bad purchase I am unhappy because this phone is useless"	0
" It is an excellent product, whose seller is also excellent. I recommend it!"	1
 It is bullshit 	0
" It was a test of how the phone came to my hands and if it is true, the screen is not useful, nor the touch, proceeded with the screen change and that also did not solve the problem of screen freeze and system crashes, Opto to review all the hardware and the problem of this phone is on the plate that ah not been mentioned in the product detail simply because it had strong falls, which is also not mentioned in the advertisement, I think and I am sure it was not 100% tested % The phone also has not been released from its operator T & T, which also had to be released, and is not 100%, was an unsuitable purchase knowing that the seller did not give all the details."	0
 It was not as described . He returned the money	0
 Its awesome it arrived on time that works great I would definitely recommend this product 	1
 it's not new phone it's used phone camera is out of order display is dark 	0
 it's only 8GB and is iPhone 4.	0
 Just everything I was look for nice features	1
 Love my lg stylo 4!	1
 Love the phone couldnt be any happier 	1
" Love this phone. Had to get use to the size, but easier to type and search internet on it. Great buy!"	1
 mine only lasted 2 months and failed 	0
" My phone no longer works, I work a few days and then died, it is terrible what happened to me a bad purchase because I try to turn it on, the LG logo appears and a few seconds goes out, I have tried several times and nothing ,, , The battery is at 50 percent ... I am annoying ... I spend 130 and I only have one pebble."	0
" no cell phone arrives on the date indicates, I need immediate response"	0
 No excessive wait times for apps to respond.  Worked as advertised out of the box Very satisfied  with this product. The best phone that I have owned.	1
 No lo quiero quiero mi dinero de inmediato que burla  es �sta  	0
 no lo recomiendo para nada me llego da�ado el telefono	0
" not  good phone  very poor connection very poor internet very poor  sound  , piece of shit phone"	0
 Not happy with the current purchased.  The stylus broke in half we cannot take the other piece inside the phone.  	0
 not that many scratches or dings.... maybe one ... two the most .... but it was late getting to me tho ... just a day .... big whoop... 	1
 one worked for me and gave me another technical problem?	0
 only Fast delivery  Sends batteries do not work in some phones buyer does not care and does not give any attention does not keep the customer even if it buys him constantly  I did not like not responding to questions and letters	1
 PERFECT EBAYER HIGHLY RECOMMENDED A TRUE ASSET TO EBAY	1
" Perfect partner for both business and private. Comfortable in the hand and feels fast. If Touch ID is set, you do not have to enter the code each time very seemless process. Price is on the high side brand new but you know that when you buy an apple product it worth it."	1
 Perfect seller! Please rate us 5  Excellent price!    Perfect seller! Please rate us 5  Excellent price!    Perfect seller! Please rate us 5  Excellent price! 	1
 Phone could not be programmed by Verizon. The 3G network will not activate anymore phones unless they are 4G or more.	0
" Phone is great,  battery lasts through the day,  looks great and is highly functional. No complaints! "	1
 phone is junk. charge takes forever and doesn't last. half the apps aren't compatible with this phone. don't waste your time or money on this.	0
 Please make sure your items good before you sell it thanks 	0
" Please, nobody buy a Samsung Note 7. They are recalled due to the battery exploding. Even if there is not a problem with it now, the battery is defective and will eventually explode! "	0
" promises to refund the deposit for that you can put a satisfactory rate , when it really does not ...."	0
" purchased a Sony Xperia Z3 compact one month ago from Amazon with Warranty. Liked the phone and the features.  Today  I went to the hardware store. And then drove to my siste""s house.  I deceided to text her that I was there and ready to paint her garage.    I could not swipe the top of the screen.  Noticed a crack in upper left hand corner.  The phone is in an aluminum framed case and is covered from day one with tempered glass screen protectors.  The screen protector is undamaged.  The phone has never been dropped or sat on.  I carry the phone in the side pocket of my carpenter pants. Take it out when I get to my destination.   I contacted Sony support chat online for warranty repair.  Spoke to a Jason.  After he asks me  a bunch of questions even though I started the chat with information I gave above.  Then tells me I'm sorry, Sony does not cover this kind of damage.   I will never buy a Sony product again.  Sony should be ashamed and dishonored.  You have been warned.  Look else where for your electronics."	0
